time pos vel volts sp
0.005 0.099896583701583 -0.04065733041599804 0.24000000000013877 2
0.01 0.09963793933018622 -0.0623408757282768 0.8315226800274731 2
0.015 0.09933840072236602 -0.057435451344299296 1.7804844293249564 2
0.02 0.09908051127201822 -0.045808271683870215 2.055711430211381 2
0.025 0.0988628236271934 -0.0412545997535288 1.8231833204813128 2
0.030000000000000002 0.09865130252468814 -0.04323675712510288 1.587278780792155 2
0.035 0.09842808833962778 -0.045915714131099725 1.5537358576243818 2
0.04 0.0981971686476002 -0.046352708721360054 1.6308586084745045 2
0.045 0.09796783089902131 -0.04530790980090744 1.686367557885747 2
0.049999999999999996 0.09774344172770537 -0.044373442884394834 1.6856772217673441 2
0.05499999999999999 0.0975220397459722 -0.04410331478833894 1.6633025095836516 2
0.05999999999999999 0.09730116833497655 -0.04415612186252256 1.651799966608146 2
0.06499999999999999 0.09708024805013656 -0.044124236017001967 1.6548779654814592 2
0.06999999999999999 0.09685991461311157 -0.04392437648619278 1.661447293999295 2
0.075 0.09664070706792798 -0.04367514028058738 1.6640262382167412 2
0.08 0.09642262522035608 -0.0434737611395169 1.663033150722569 2
0.085 0.09620541805378338 -0.04332475705701712 1.6617035193247185 2
0.09000000000000001 0.09598891745666313 -0.04319116257584564 1.661617583301421 2
0.09500000000000001 0.09577310245555859 -0.04305090211494395 1.6623283457238722 2
0.10000000000000002 0.09555799963471794 -0.04290664077867986 1.6629592699594617 2
0.10500000000000002 0.09534360344157221 -0.0427684339504345 1.6632170346284045 2
0.11000000000000003 0.09512987311938255 -0.042640391511649646 1.663296126403334 2
0.11500000000000003 0.09491676304273916 -0.04252045050292244 1.663419997323322 2
0.12000000000000004 0.09470424028431736 -0.04240561504847335 1.6636315470388006 2
0.12500000000000003 0.09449228185222663 -0.042294878149986226 1.6638644652356636 2
0.13000000000000003 0.09428086608206206 -0.04218869236637552 1.6640660368769087 2
0.13500000000000004 0.09406996904922796 -0.042087508343246365 1.6642347963699553 2
0.14000000000000004 0.09385956604644546 -0.04199119770692766 1.6643914822363035 2
0.14500000000000005 0.09364963378079584 -0.041899328636851495 1.6645482027618606 2
0.15000000000000005 0.09344015092441758 -0.041811546448666526 1.6647034596583996 2
0.15500000000000005 0.09323109748829905 -0.04172766800404911 1.6648518609451255 2
0.16000000000000006 0.093022454224178 -0.041647579301800464 1.664991370221923 2
0.16500000000000006 0.09281420251667996 -0.04157114184335627 1.6651233174733813 2
0.17000000000000007 0.0926063245306586 -0.04149818290977411 1.6652494899840207 2
0.17500000000000007 0.0923988033008326 -0.04142852765676857 1.6653705569318875 2
