time pos vel volts sp
2.7999999999999625 0.781387188133131 2.9890250100930267 12 2
2.8999999999999604 1.0810740678648574 2.9965306387560484 12 2
2.9999999999999583 1.3811029988734804 2.997708934369003 12 2
3.099999999999956 1.6811572663110421 2.9867437630074147 11.571124440842254 2
3.199999999999954 1.8732441818367156 1.163171524046668 3.824795338159568 2
3.299999999999952 1.949127337682808 0.4603339196025672 2.6037704230132164 2
3.3999999999999497 1.9791584392000539 0.18217915626107536 2.1204097112374685 2
3.4999999999999476 1.9910433786232777 0.07209819577112894 1.9291176027227062 2
3.5999999999999455 1.9957468952431248 0.028533175474226635 1.8534129163092592 2
3.6999999999999433 1.9976083324625622 0.011292128658140606 1.8234524564680763 2
3.799999999999941 1.9983450043619004 0.0044689091741363885 1.8115954738009075 2
3.899999999999939 1.998636545479489 0.0017685902996825503 1.8069030211997559 2
3.999999999999937 1.9987519241485008 0.000699927325163071 1.8050459625851376 2
4.099999999999935 1.998797585760051 0.00027699929294191454 1.8043110235488422 2
4.199999999999933 1.9988156565420023 0.00010962367895521116 1.8040201682492638 2
4.2999999999999305 1.9988228081327946 0.00004338404811885496 1.8039050609367822 2
4.399999999999928 1.998825638406041 0.00001716942634540005 1.8038595067548888 2
4.499999999999926 1.9988267584990225 0.000006794875346220125 1.8038414784512389 2
4.599999999999924 1.9988272017807076 0.000002689101524210703 1.8038343437119062 2
4.699999999999922 1.9988273772113685 0.00000106422356604787 1.8038315200884378 2
4.79999999999992 1.998827446638817 0.0000004211712127243071 1.8038304026300453 2
4.899999999999918 1.998827474115033 0.00000016667988664084797 1.8038299604003258 2
4.999999999999916 1.9988274849888632 0.00000006596449214506512 1.8038297853773964 2
5.104999999999913 1.7775188986970059 -3.421506583699624 -12 1.4
5.204999999999911 1.4002832378903487 -3.958642971927768 -12 0.7
5.304999999999909 1.0174803192993032 -2.957596145600185 -3.51052163927568 0.7
5.404999999999907 0.8249290870452257 -1.1679804231922257 -0.22582004281323265 0.7
5.504999999999905 0.7487327485091483 -0.4622336187661471 1.0005877397468588 0.7
5.604999999999903 0.7185777150213936 -0.1829309709103707 1.4859431717182945 0.7
5.704999999999901 0.7066437289797676 -0.07239572969821535 1.6780247021139214 0.7
5.8049999999998985 0.7019208019467458 -0.02865092582412578 1.7540418056390825 0.7
5.904999999999896 0.7000516829716207 -0.01133872887281714 1.7841259059480628 0.7
6.004999999999894 0.6993119709839614 -0.004487351412219822 1.7960318198778733 0.7
6.104999999999892 0.6990192267381581 -0.0017758888953171858 1.8007436372581385 0.7
6.20499999999989 0.6989033719259077 -0.0007028157766867601 1.8026083595372597 0.7
6.304999999999888 0.6988575218785928 -0.000278142409634603 1.8033463315049278 0.7
6.404999999999886 0.6988393765223657 -0.00011007607179930054 1.8036383871308779 0.7
6.5049999999998835 0.6988321954184846 -0.00004356308522294412 1.803753969442333 0.7
6.604999999999881 0.6988293534653004 -0.00001724028099553387 1.803799711629571 0.7
6.704999999999879 0.6988282287499323 -0.000006822916612229588 1.8038178142818815 0.7
6.804999999999877 0.6988277836389173 -0.0000027001989402871763 1.8038249785003666 0.7
6.904999999999875 0.6988276074842915 -0.0000010686154015405187 1.8038278137787787 0.7
7.004999999999873 0.6988275377703307 -0.00000042290960723483557 1.8038289358454849 0.7
7.104999999999871 0.698827510180726 -0.00000016736819887013233 1.803829379909537 0.7
7.204999999999869 0.6988274992620201 -0.00000006623676096337413 1.8038295556474946 0.7
7.3049999999998665 0.698827494940894 -0.000000026213359874249555 1.803829625199592 0.7
7.404999999999864 0.6988274932307901 -0.00000001037413737914296 1.8038296527201112 0.7
7.504999999999862 0.6988274925540092 -0.000000004105686363704287 1.8038296636181936 0.7
7.60499999999986 0.6988274922861708 -0.0000000016244940248186023 1.8038296679316765 0.7
7.704999999999858 0.6988274921801735 -0.0000000006425531929551634 1.803829669661293 0.7
7.804999999999856 0.6988274921381987 -0.0000000002549542356697 1.8038296702728038 0.7
7.904999999999854 0.6988274921215784 -0.00000000010071132658464218 1.8038296706682209 0.7
8.004999999999852 0.6988274921150192 -0.00000000003701428528092779 1.8038296707335686 0.7
8.104999999999867 0.6988274921124746 -0.000000000019708537956868643 1.8038296702402299 0.7
8.204999999999883 0.6988274921114681 -0.00000000000870298049594959 1.8038296705333288 0.7
8.304999999999898 0.6988274921110741 -0.000000000008636415440259875 1.803829670651501 0.7
8.404999999999914 0.6988274921108968 -0.000000000005192974494543652 1.803829670704725 0.7
8.50499999999993 0.6988274921108252 -0.0000000000018895141093036154 1.8038296707262411 0.7
8.604999999999945 0.6988274921108252 -0.0000000000061140121495764275 1.8038296707262411 0.7
8.704999999999961 0.6988274921108252 -0.000000000006777209024771116 1.8038296707262411 0.7
8.804999999999977 0.6988274921108252 -0.000000000006881323253120536 1.8038296707262411 0.7
8.904999999999992 0.6988274921108252 -0.000000000006897669759490834 1.8038296707262411 0.7
9.005000000000008 0.6988274921108252 -0.0000000000069002385313524285 1.8038296707262411 0.7
9.105000000000024 0.6988274921108252 -0.000000000006900603936835711 1.8038296707262411 0.7
9.20500000000004 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
9.305000000000055 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
9.40500000000007 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
9.505000000000086 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
9.605000000000102 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
9.705000000000117 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
9.805000000000133 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
9.905000000000149 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
10.005000000000164 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
10.10500000000018 0.6988274921108252 -0.000000000006900649402687867 1.8038296707262411 0.7
